group1,group2,coverage_gained_1,coverage_gained_2,p-value,threshold,method,adjustment
25-34_scientist_Action,M_35-44_Long_Sci-Fi,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_18-24_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_25-34_Long_Western,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,M_25-34_lawyer_Long,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Adventure,F_Long_Musical,0.78,0.635,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,M_25-34_Long_Western,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,25-34_executive-managerial_Drama,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Adventure,M_other_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_Animation,25-34_Long_Western,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,M_executive-managerial_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,M_35-44_Sci-Fi,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_Musical,F_Musical,0.78,0.635,0.0,-1,Traditional,Benjamini
F_35-44_academic-educator_Long,M_lawyer,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_Musical,M_other_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,M_25-34_lawyer,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_other_Sci-Fi,18-24_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Children's,18-24_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_Animation,F_executive-managerial_Drama,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_Musical,M_other_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_executive-managerial_Long_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_War,25-34_sales-marketing,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_War,25-34_sales-marketing_Long,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_other_Children's,M_25-34_executive-managerial_Long,0.78,0.635,0.0,-1,Traditional,Benjamini
F_homemaker_Long,18-24_Adventure,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_Long_War,F_25-34_Drama,0.78,0.635,0.0,-1,Traditional,Benjamini
M_35-44_Action,M_25-34_technician-engineer_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Sci-Fi,M_other_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
M_35-44_Action,25-34_other_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_other_Children's,M_18-24_Sci-Fi,0.78,0.635,0.0,-1,Traditional,Benjamini
M_35-44_Action,25-34_technician-engineer_Long_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Sci-Fi,F_Long_Musical,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_other_Children's,M_25-34_executive-managerial,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_clerical-admin_Long,0.78,0.635,0.0,-1,Traditional,Benjamini
M_35-44_Action,M_25-34_technician-engineer_Long_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Sci-Fi,M_other_Long_Horror,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_25-34_lawyer,0.78,0.635,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,25-34_Long_Western,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_35-44_Sci-Fi,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_executive-managerial_Action,0.78,0.635,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,25-34_executive-managerial_Drama,0.78,0.635,0.0,-1,Traditional,Benjamini
25-34_other_Long_Comedy,M_25-34_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_25-34_lawyer_Long,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Comedy,M_25-34_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,college-grad student_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Children's,M_18-24_Long_Sci-Fi,0.78,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,F_25-34_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,25-34_technician-engineer_Action,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,M_Animation,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Thriller,executive-managerial_Long_Drama,0.78,0.655,0.0,-1,Traditional,Benjamini
F_35-44_academic-educator_Long,F_25-34_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,college-grad student_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,18-24_Long_Adventure,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_25-34_lawyer_Long,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,25-34_executive-managerial_Drama,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_executive-managerial_Action,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_35-44_Sci-Fi,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_25-34_lawyer,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Action,25-34_executive-managerial_Long_Drama,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Thriller,M_18-24_other_Long,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_clerical-admin,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,M_Long_Animation,0.78,0.655,0.0,-1,Traditional,Benjamini
F_homemaker_Long,college-grad student_Children's,0.78,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Sci-Fi,F_Musical,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Sci-Fi,18-24_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,25-34_Romance,0.78,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,F_executive-managerial_Long_Drama,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Comedy,M_25-34_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Comedy,M_25-34_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
M_35-44_Action,25-34_other_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Sci-Fi,18-24_Long_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_college-grad student_Horror,0.78,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,M_25-34_sales-marketing_Long,0.78,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_25-34_sales-marketing_Long,0.78,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,F_25-34_Horror,0.785,0.655,0.0,-1,Traditional,Benjamini
M_50-55,18-24_Long_Children's,0.785,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,25-34_technician-engineer_Long_Action,0.785,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,25-34_Western,0.785,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,M_25-34_technician-engineer_Long_Action,0.785,0.655,0.0,-1,Traditional,Benjamini
M_50-55,F_Long_Horror,0.785,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,M_lawyer,0.785,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,F_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,F_25-34_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_50-55,other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_50-55,18-24_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,F_18-24_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_programmer_Long_Comedy,F_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,F_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,M_25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,F_18-24_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care,M_25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,F_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_50-55,F_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_programmer_Long_Comedy,M_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_programmer_Long_Comedy,F_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,M_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_programmer_Long_Comedy,M_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_50-55,other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,F_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,M_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,M_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,college-grad student_Long_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,college-grad student_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,18-24_Adventure,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,college-grad student_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_lawyer,college-grad student_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,M_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,F_25-34_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_homemaker,M_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,M_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,F_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,F_25-34_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,college-grad student_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,25-34_Long_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,25-34_Long_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,M_25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Drama,M_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
M_18-24_college-grad student_Long_Comedy,25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_50-55,18-24_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
F_50-55,18-24_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,F_18-24_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,M_25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,F_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,18-24_Long_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,F_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,artist,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,18-24_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,artist_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,M_25-34_sales-marketing,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Adventure,F_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,M_18-24_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,M_25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,artist,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,18-24_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,artist_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_25-34_sales-marketing,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_18-24_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,M_25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_Long_Thriller,18-24_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_Fantasy,18-24_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_Animation,F_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,F_18-24_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,M_25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,F_18-24_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,F_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,F_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,F_18-24_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,F_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,M_25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,F_18-24_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired,M_25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,M_25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,F_18-24_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,M_25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_Animation,F_25-34_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_25-34_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_executive-managerial_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,25-34_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_25-34_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,F_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_doctor-health care_Long,F_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_other_Long_Action,18-24_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
M_retired_Long,F_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_college-grad student_Long_Sci-Fi,M_35-44_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,25-34_college-grad student_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_scientist_Long_Action,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,M_25-34_technician-engineer_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
sales-marketing,Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_25-34_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,25-34_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_executive-managerial_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_35-44_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_25-34_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,M_25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_25-34_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,25-34_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_25-34_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,25-34_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_25-34_college-grad student_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,artist_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_executive-managerial_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_35-44_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_executive-managerial_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_25-34_sales-marketing_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,18-24_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,25-34_college-grad student_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Children's,M_18-24_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,F_25-34_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_college-grad student_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_18-24_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,M_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_25-34_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,college-grad student_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,25-34_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_executive-managerial_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_clerical-admin_Long,F_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_25-34_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
sales-marketing,Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,18-24_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,M_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Action,college-grad student_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Action,college-grad student_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Long_Comedy,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_executive-managerial_Comedy,M_35-44_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_35-44_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_18-24_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,18-24_Long_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,M_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,college-grad student_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,18-24_Adventure,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,M_18-24_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,M_25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,18-24_Adventure,0.795,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,25-34_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,college-grad student_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,18-24_Long_Adventure,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,18-24_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_academic-educator,M_25-34_technician-engineer_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,M_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_academic-educator,25-34_technician-engineer_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,18-24_Long_Adventure,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_academic-educator,M_25-34_technician-engineer_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,college-grad student_Long_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,M_25-34_sales-marketing_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
M_45-49_Comedy,M_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_clerical-admin_Long,M_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_programmer_Long_Comedy,M_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_academic-educator,25-34_technician-engineer_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Sci-Fi,M_25-34_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,college-grad student_Long_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,F_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,F_18-24_Long_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_academic-educator,Western,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_academic-educator,Long_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_college-grad student_Long_Sci-Fi,M_25-34_lawyer,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_25-34_sales-marketing,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,artist_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,18-24_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,M_25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,artist,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,M_25-34_sales-marketing,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_programmer_Comedy,M_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,F_25-34_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,F_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,F_18-24_Comedy,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,F_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
retired,F_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
lawyer,18-24_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,18-24_Children's,0.795,0.655,0.0,-1,Traditional,Benjamini
lawyer,18-24_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_sales-marketing,other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
homemaker,M_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_programmer_Comedy,F_Long_Musical,0.795,0.655,0.0,-1,Traditional,Benjamini
18-24_programmer_Comedy,M_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,M_25-34_college-grad student_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
35-44_executive-managerial_Long_Drama,F_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
